transaction_id,price
{8355F009-9C32-55C5-E053-6B04A8C0D090}  ,223975.171875
{8355F008-F8E5-55C5-E053-6B04A8C0D090}  ,119934.328125
{8355F009-83DD-55C5-E053-6B04A8C0D090}  ,96979.015625
{80E1AA98-9CB1-7BF8-E053-6C04A8C00BF2}  ,75063.8515625
{80E1AA98-A8C4-7BF8-E053-6C04A8C00BF2}  ,67556.6796875
{80E1AA98-4231-7BF8-E053-6C04A8C00BF2}  ,134673.109375
{80E1AA98-A13A-7BF8-E053-6C04A8C00BF2}  ,871656.75
{8355F009-A621-55C5-E053-6B04A8C0D090}  ,197490.140625
{8355F009-6515-55C5-E053-6B04A8C0D090}  ,97193.328125
{8355F009-AFA7-55C5-E053-6B04A8C0D090}  ,184321.765625
{8355F009-1070-55C5-E053-6B04A8C0D090}  ,113202.8203125
{80E1AA98-CFF8-7BF8-E053-6C04A8C00BF2}  ,116988.734375
{80E1AA98-5008-7BF8-E053-6C04A8C00BF2}  ,62433.2109375
{80E1AA98-66A7-7BF8-E053-6C04A8C00BF2}  ,768902.6875
{8355F009-685B-55C5-E053-6B04A8C0D090}  ,247355.90625
{8355F008-AD47-55C5-E053-6B04A8C0D090}  ,871846.75
{8355F008-A2D0-55C5-E053-6B04A8C0D090}  ,416540.09375
{80E1AA98-5CC3-7BF8-E053-6C04A8C00BF2}  ,121210.8671875
{8355F008-F088-55C5-E053-6B04A8C0D090}  ,251902.765625
{8355F008-C5A0-55C5-E053-6B04A8C0D090}  ,223080.5
{8355F009-5E3F-55C5-E053-6B04A8C0D090}  ,641141.0625
{8355F009-3BB4-55C5-E053-6B04A8C0D090}  ,205174.078125
{8355F009-0681-55C5-E053-6B04A8C0D090}  ,115407.8515625
{80E1AA98-9750-7BF8-E053-6C04A8C00BF2}  ,111536.7421875
{80E1AA98-6B97-7BF8-E053-6C04A8C00BF2}  ,337549.75
{80E1AA98-7BC0-7BF8-E053-6C04A8C00BF2}  ,481654.90625
{8355F008-DE14-55C5-E053-6B04A8C0D090}  ,103439.6015625
{8355F009-27F2-55C5-E053-6B04A8C0D090}  ,168067.625
{8355F008-BE6D-55C5-E053-6B04A8C0D090}  ,145653.96875
{80E1AA98-C0F9-7BF8-E053-6C04A8C00BF2}  ,296047.625
{80E1AA98-1D2B-7BF8-E053-6C04A8C00BF2}  ,291622.71875
{8355F009-8FD0-55C5-E053-6B04A8C0D090}  ,181060.0625
{8355F009-9FCE-55C5-E053-6B04A8C0D090}  ,363659.59375
{8355F009-80A4-55C5-E053-6B04A8C0D090}  ,335089.15625
{8355F008-A786-55C5-E053-6B04A8C0D090}  ,356042.25
{8355F009-3034-55C5-E053-6B04A8C0D090}  ,163454.15625
{80E1AA97-BAD4-7BF8-E053-6C04A8C00BF2}  ,265560.53125
{80E1AA97-D26B-7BF8-E053-6C04A8C00BF2}  ,126896.4921875
{8355F008-BBD4-55C5-E053-6B04A8C0D090}  ,86264.28125
{8355F009-453B-55C5-E053-6B04A8C0D090}  ,141154.953125
